DATE_TIME,HIGH,LOW,OPEN,CLOSE
5/24/2022 7:15,1.07325,1.07162,1.07238,1.07236
5/24/2022 7:30,1.07345,1.07196,1.0724,1.07337
5/24/2022 7:45,1.07362,1.07248,1.07338,1.07309
5/24/2022 8:00,1.07336,1.07167,1.07306,1.07183
5/24/2022 8:15,1.07184,1.07055,1.07181,1.07121
5/24/2022 8:30,1.07154,1.07012,1.07115,1.07051
5/24/2022 8:45,1.07178,1.07033,1.07051,1.07046
5/24/2022 9:00,1.07152,1.07042,1.07047,1.07144
5/24/2022 9:15,1.07193,1.07138,1.07148,1.07144
5/24/2022 9:30,1.0715,1.07054,1.07147,1.07085
5/24/2022 9:45,1.0713,1.07061,1.07084,1.07114
5/24/2022 10:00,1.07199,1.07108,1.07117,1.07183
5/24/2022 10:15,1.07194,1.07141,1.07178,1.07156
5/24/2022 10:30,1.07171,1.07075,1.07159,1.0711
5/24/2022 10:45,1.07133,1.07046,1.07108,1.07093
5/24/2022 11:00,1.07107,1.07033,1.07095,1.07037
5/24/2022 11:15,1.07106,1.07022,1.07039,1.07091
5/24/2022 11:30,1.07279,1.0709,1.07091,1.07175
5/24/2022 11:45,1.07264,1.07117,1.07171,1.07145
5/24/2022 12:00,1.07228,1.07147,1.07147,1.072
5/24/2022 12:15,1.07207,1.06962,1.072,1.06963
5/24/2022 12:30,1.07043,1.06957,1.06961,1.07006
5/24/2022 12:45,1.07183,1.07005,1.07008,1.07075
5/24/2022 13:00,1.07149,1.07043,1.07077,1.0712
5/24/2022 13:15,1.07148,1.07047,1.07121,1.07082
5/24/2022 13:30,1.07194,1.07061,1.07081,1.07129
5/24/2022 13:45,1.07388,1.07118,1.07123,1.07341
5/24/2022 14:00,1.07471,1.07238,1.07344,1.07274
5/24/2022 14:15,1.0744,1.07205,1.07271,1.07418
5/24/2022 14:30,1.07465,1.0729,1.07418,1.07339
5/24/2022 14:45,1.07365,1.07208,1.07334,1.07265
5/24/2022 15:00,1.073,1.07219,1.07268,1.07267
5/24/2022 15:15,1.07326,1.07237,1.07261,1.0732
5/24/2022 15:30,1.07365,1.07288,1.07319,1.07325
5/24/2022 15:45,1.07439,1.07301,1.07329,1.07432
5/24/2022 16:00,1.07486,1.07413,1.07432,1.07469
5/24/2022 16:15,1.0748,1.07379,1.07466,1.07387
5/24/2022 16:30,1.07399,1.07312,1.07385,1.07322
5/24/2022 16:45,1.07342,1.07284,1.07322,1.07308
5/24/2022 17:00,1.07338,1.07262,1.07306,1.07331
5/24/2022 17:15,1.07368,1.07298,1.07339,1.07338
5/24/2022 17:30,1.07371,1.07313,1.07334,1.07319
5/24/2022 17:45,1.0733,1.07265,1.07318,1.07317
5/24/2022 18:00,1.0733,1.0724,1.07323,1.07303
5/24/2022 18:15,1.07319,1.07239,1.07302,1.07284
5/24/2022 18:30,1.07293,1.07234,1.07282,1.07238
5/24/2022 18:45,1.07264,1.07222,1.07236,1.07248
5/24/2022 19:00,1.07352,1.07246,1.07249,1.07344
5/24/2022 19:15,1.07369,1.07302,1.07339,1.07302
5/24/2022 19:30,1.07372,1.07306,1.07306,1.07332
5/24/2022 19:45,1.07388,1.07298,1.07336,1.07305
5/24/2022 20:00,1.07345,1.07306,1.07307,1.07335
5/24/2022 20:15,1.07359,1.07329,1.07332,1.07353
5/24/2022 20:30,1.07382,1.07343,1.07354,1.07344
5/24/2022 20:45,1.07362,1.07338,1.07342,1.0736
5/24/2022 21:00,1.0735,1.07267,1.07339,1.07267
5/24/2022 21:15,1.07341,1.07293,1.07293,1.07341
5/24/2022 21:30,1.07355,1.07294,1.07343,1.07339
5/24/2022 21:45,1.07339,1.07316,1.07336,1.0732
5/24/2022 22:00,1.07353,1.07306,1.07318,1.07353
5/24/2022 22:15,1.07351,1.07324,1.07347,1.07344
5/24/2022 22:30,1.07353,1.0732,1.07345,1.07337
5/24/2022 22:45,1.07392,1.07329,1.07347,1.07381
5/24/2022 23:00,1.07388,1.07337,1.07388,1.07344
5/24/2022 23:15,1.07359,1.07325,1.07345,1.07325
5/24/2022 23:30,1.07341,1.0732,1.07324,1.07323
5/24/2022 23:45,1.07348,1.07324,1.07327,1.07329
5/25/2022 0:00,1.0737,1.07278,1.07329,1.07283
5/25/2022 0:15,1.07292,1.07236,1.07279,1.07252
5/25/2022 0:30,1.07258,1.07205,1.07249,1.0724
5/25/2022 0:45,1.07256,1.07181,1.0724,1.07228
5/25/2022 1:00,1.07233,1.0716,1.07228,1.07163
5/25/2022 1:15,1.07191,1.07121,1.07161,1.07132
5/25/2022 1:30,1.07177,1.07127,1.07127,1.07162
5/25/2022 1:45,1.07181,1.0711,1.07165,1.07122
5/25/2022 2:00,1.07204,1.07121,1.07123,1.07148
5/25/2022 2:15,1.07148,1.07106,1.07148,1.07115
5/25/2022 2:30,1.07111,1.07035,1.07106,1.07043
5/25/2022 2:45,1.07073,1.07033,1.07046,1.07066
5/25/2022 3:00,1.07092,1.07044,1.07063,1.07081
5/25/2022 3:15,1.07111,1.0707,1.07086,1.07102
5/25/2022 3:30,1.07143,1.07096,1.07098,1.07141
5/25/2022 3:45,1.07149,1.07128,1.07141,1.07134
5/25/2022 4:00,1.07141,1.07071,1.07136,1.07072
5/25/2022 4:15,1.07119,1.07071,1.07072,1.07097
5/25/2022 4:30,1.07109,1.07078,1.07099,1.07092
5/25/2022 4:45,1.07099,1.07049,1.07088,1.07054
5/25/2022 5:00,1.07075,1.07054,1.07058,1.07064
5/25/2022 5:15,1.07089,1.07053,1.07063,1.0707
5/25/2022 5:30,1.07088,1.07024,1.07064,1.07032
5/25/2022 5:45,1.07083,1.07025,1.07029,1.07081
5/25/2022 6:00,1.07084,1.06982,1.0708,1.07008
5/25/2022 6:15,1.07013,1.06915,1.07008,1.06954
5/25/2022 6:30,1.07023,1.06932,1.06953,1.06955
5/25/2022 6:45,1.07059,1.06942,1.0695,1.06975
5/25/2022 7:00,1.06999,1.06817,1.06978,1.06878
5/25/2022 7:15,1.0693,1.0683,1.06877,1.06898
5/25/2022 7:30,1.06938,1.06839,1.06902,1.0693
5/25/2022 7:45,1.06945,1.06821,1.06923,1.06837
5/25/2022 8:00,1.06861,1.06666,1.0684,1.0668
5/25/2022 8:15,1.06754,1.06666,1.06679,1.06732
5/25/2022 8:30,1.06785,1.06722,1.06731,1.06758
5/25/2022 8:45,1.06785,1.06676,1.06753,1.06697
5/25/2022 9:00,1.06705,1.06622,1.06697,1.06649
5/25/2022 9:15,1.06752,1.06629,1.06651,1.0669
5/25/2022 9:30,1.0676,1.06661,1.06687,1.06702
5/25/2022 9:45,1.06793,1.06695,1.06704,1.06758
5/25/2022 10:00,1.06778,1.06665,1.06753,1.06742
5/25/2022 10:15,1.0674,1.06685,1.0674,1.06701
5/25/2022 10:30,1.06711,1.06632,1.06705,1.06646
5/25/2022 10:45,1.06673,1.06558,1.06645,1.06656
5/25/2022 11:00,1.06688,1.0661,1.06654,1.06666
5/25/2022 11:15,1.06684,1.06589,1.06666,1.06609
5/25/2022 11:30,1.06739,1.06546,1.06611,1.06604
5/25/2022 11:45,1.0665,1.06545,1.06602,1.06599
5/25/2022 12:00,1.06647,1.06522,1.06598,1.06557
5/25/2022 12:15,1.06559,1.06424,1.06559,1.06424
5/25/2022 12:30,1.06631,1.06422,1.06422,1.06631
5/25/2022 12:45,1.06652,1.0647,1.06634,1.0651
5/25/2022 13:00,1.06583,1.0648,1.0651,1.06515
5/25/2022 13:15,1.06653,1.06516,1.06518,1.06651
5/25/2022 13:30,1.06721,1.06611,1.06643,1.06674
5/25/2022 13:45,1.06701,1.06613,1.06678,1.06673
5/25/2022 14:00,1.06705,1.06589,1.06673,1.06663
5/25/2022 14:15,1.06845,1.06636,1.06663,1.06837
5/25/2022 14:30,1.0687,1.06741,1.06836,1.06801
5/25/2022 14:45,1.06849,1.0675,1.06805,1.06784
5/25/2022 15:00,1.06823,1.06726,1.06781,1.06769
5/25/2022 15:15,1.0681,1.06747,1.0677,1.0677
5/25/2022 15:30,1.06772,1.06644,1.06767,1.06654
5/25/2022 15:45,1.06657,1.06566,1.06656,1.06569
5/25/2022 16:00,1.06625,1.06548,1.06571,1.06598
5/25/2022 16:15,1.06615,1.06567,1.06598,1.06615
5/25/2022 16:30,1.06638,1.06569,1.06611,1.0659
5/25/2022 16:45,1.0662,1.06539,1.06591,1.06546
5/25/2022 17:00,1.06559,1.0652,1.0655,1.06548
5/25/2022 17:15,1.06655,1.06542,1.06548,1.06636
5/25/2022 17:30,1.06705,1.0663,1.06637,1.06691
5/25/2022 17:45,1.06754,1.06658,1.06693,1.0672
5/25/2022 18:00,1.06895,1.06615,1.06714,1.06787
5/25/2022 18:15,1.06798,1.06696,1.06794,1.0676
5/25/2022 18:30,1.06806,1.06738,1.06756,1.06755
5/25/2022 18:45,1.06893,1.06738,1.06756,1.06879
5/25/2022 19:00,1.06946,1.06866,1.06883,1.06904
5/25/2022 19:15,1.06916,1.06852,1.06906,1.06869
5/25/2022 19:30,1.06901,1.06809,1.0687,1.06814
5/25/2022 19:45,1.0682,1.06765,1.06816,1.06773
5/25/2022 20:00,1.06777,1.06736,1.06777,1.06745
5/25/2022 20:15,1.06765,1.06732,1.06742,1.06756
5/25/2022 20:30,1.06806,1.06761,1.06762,1.06797
5/25/2022 20:45,1.0681,1.06781,1.06798,1.06786
5/25/2022 21:00,1.06839,1.06759,1.0682,1.06801
5/25/2022 21:15,1.06842,1.06792,1.06802,1.06806
5/25/2022 21:30,1.06812,1.068,1.06812,1.06803
5/25/2022 21:45,1.0682,1.06802,1.06804,1.06802
5/25/2022 22:00,1.06896,1.06787,1.06796,1.06893
5/25/2022 22:15,1.06944,1.06878,1.06896,1.06902
5/25/2022 22:30,1.06957,1.06879,1.06905,1.06891
5/25/2022 22:45,1.06903,1.06872,1.06893,1.06902
5/25/2022 23:00,1.06946,1.06899,1.06902,1.06927
5/25/2022 23:15,1.06926,1.06892,1.06926,1.06917
5/25/2022 23:30,1.06921,1.06897,1.06916,1.06914
5/25/2022 23:45,1.06911,1.06851,1.06911,1.06867
5/26/2022 0:00,1.06925,1.06851,1.06865,1.06921
5/26/2022 0:15,1.06947,1.06908,1.06923,1.06939
5/26/2022 0:30,1.07031,1.06931,1.06938,1.07028
5/26/2022 0:45,1.07061,1.06979,1.07021,1.0704
5/26/2022 1:00,1.07055,1.07012,1.07039,1.07033
5/26/2022 1:15,1.07042,1.06991,1.07031,1.07013
5/26/2022 1:30,1.07015,1.06911,1.07015,1.06922
5/26/2022 1:45,1.0696,1.06873,1.06921,1.06878
5/26/2022 2:00,1.06984,1.0688,1.0688,1.0694
5/26/2022 2:15,1.06995,1.0694,1.06946,1.06962
5/26/2022 2:30,1.07022,1.06955,1.06957,1.06971
5/26/2022 2:45,1.07022,1.0697,1.06976,1.06975
5/26/2022 3:00,1.06981,1.06904,1.06974,1.06917
5/26/2022 3:15,1.06942,1.06882,1.06916,1.06939
5/26/2022 3:30,1.07012,1.06918,1.06935,1.06994
5/26/2022 3:45,1.07023,1.06981,1.06996,1.07014
5/26/2022 4:00,1.07026,1.06983,1.07013,1.06984
5/26/2022 4:15,1.06988,1.06906,1.06988,1.06933
5/26/2022 4:30,1.06941,1.06895,1.0693,1.06903
5/26/2022 4:45,1.06915,1.06802,1.06903,1.0682
5/26/2022 5:00,1.06839,1.06803,1.06825,1.06822
5/26/2022 5:15,1.06826,1.0678,1.06818,1.06819
5/26/2022 5:30,1.06829,1.06752,1.0682,1.06775
5/26/2022 5:45,1.06776,1.06673,1.06776,1.06676
5/26/2022 6:00,1.06776,1.06678,1.06679,1.06764
5/26/2022 6:15,1.06791,1.0663,1.06759,1.06646
5/26/2022 6:30,1.06678,1.06625,1.06651,1.06645
5/26/2022 6:45,1.06793,1.06645,1.06645,1.06756
5/26/2022 7:00,1.06858,1.06756,1.06756,1.06763
5/26/2022 7:15,1.06922,1.06752,1.06757,1.06853
5/26/2022 7:30,1.06955,1.06825,1.06853,1.06933
5/26/2022 7:45,1.06937,1.06842,1.06937,1.0689
5/26/2022 8:00,1.06904,1.06811,1.06885,1.06818
5/26/2022 8:15,1.06839,1.06779,1.06822,1.06818
5/26/2022 8:30,1.06831,1.06779,1.06818,1.06821
5/26/2022 8:45,1.06865,1.06818,1.06819,1.06826
5/26/2022 9:00,1.06858,1.06794,1.06824,1.06813
5/26/2022 9:15,1.06851,1.0679,1.06814,1.06849
5/26/2022 9:30,1.06976,1.06846,1.06848,1.06953
5/26/2022 9:45,1.07159,1.06928,1.06954,1.07133
5/26/2022 10:00,1.07189,1.07109,1.07134,1.07171
5/26/2022 10:15,1.07175,1.07084,1.07168,1.07135
5/26/2022 10:30,1.07198,1.07075,1.07136,1.07197
5/26/2022 10:45,1.07233,1.07168,1.07199,1.07197
5/26/2022 11:00,1.07193,1.0712,1.07191,1.07137
5/26/2022 11:15,1.07163,1.07083,1.0714,1.07083
5/26/2022 11:30,1.07117,1.07056,1.07082,1.07065
5/26/2022 11:45,1.07116,1.07026,1.07064,1.07056
5/26/2022 12:00,1.07085,1.06958,1.07056,1.06964
5/26/2022 12:15,1.06986,1.06891,1.06965,1.06984
5/26/2022 12:30,1.07044,1.06938,1.06985,1.07008
5/26/2022 12:45,1.07032,1.06943,1.07012,1.06985
5/26/2022 13:00,1.07062,1.06953,1.06986,1.06955
5/26/2022 13:15,1.06993,1.06925,1.06955,1.06989
5/26/2022 13:30,1.07199,1.06983,1.06986,1.07177
5/26/2022 13:45,1.0719,1.0712,1.07177,1.07164
5/26/2022 14:00,1.07187,1.071,1.07163,1.07141
5/26/2022 14:15,1.07219,1.07132,1.0714,1.0716
5/26/2022 14:30,1.07165,1.07047,1.07163,1.07096
5/26/2022 14:45,1.07178,1.07066,1.07095,1.07172
5/26/2022 15:00,1.0724,1.07125,1.07174,1.07228
5/26/2022 15:15,1.07291,1.07187,1.07226,1.07287
5/26/2022 15:30,1.07291,1.07205,1.07283,1.07222
5/26/2022 15:45,1.07257,1.07195,1.07222,1.07252
5/26/2022 16:00,1.07294,1.07242,1.07258,1.07282
5/26/2022 16:15,1.07282,1.07148,1.07282,1.07183
5/26/2022 16:30,1.07195,1.07088,1.07178,1.07128
5/26/2022 16:45,1.07137,1.07051,1.0713,1.07054
5/26/2022 17:00,1.07136,1.07041,1.07056,1.07066
5/26/2022 17:15,1.07097,1.07019,1.07066,1.07093
5/26/2022 17:30,1.07155,1.07082,1.07092,1.07154
5/26/2022 17:45,1.07162,1.07128,1.07157,1.07143
5/26/2022 18:00,1.07181,1.07133,1.07143,1.07173
5/26/2022 18:15,1.0722,1.07164,1.0717,1.072
5/26/2022 18:30,1.07211,1.07175,1.07203,1.07204
5/26/2022 18:45,1.07222,1.07196,1.07208,1.07202
5/26/2022 19:00,1.07256,1.07173,1.07197,1.07236
5/26/2022 19:15,1.07238,1.07183,1.07238,1.07199
5/26/2022 19:30,1.07255,1.07198,1.07201,1.07248
5/26/2022 19:45,1.0725,1.07221,1.07247,1.07242
5/26/2022 20:00,1.07285,1.07231,1.07237,1.07282
5/26/2022 20:15,1.07302,1.07277,1.07281,1.07294
5/26/2022 20:30,1.07315,1.07289,1.07295,1.07293
5/26/2022 20:45,1.07309,1.07272,1.0729,1.07294
5/26/2022 21:00,1.07262,1.0716,1.07178,1.0724
5/26/2022 21:15,1.07295,1.07241,1.07241,1.07291
5/26/2022 21:30,1.07308,1.07287,1.07291,1.07307
5/26/2022 21:45,1.07304,1.07286,1.07304,1.073
5/26/2022 22:00,1.07318,1.07294,1.073,1.07304
5/26/2022 22:15,1.07308,1.07274,1.07302,1.07301
5/26/2022 22:30,1.07319,1.07288,1.07302,1.07292
5/26/2022 22:45,1.07298,1.07282,1.07292,1.07296
5/26/2022 23:00,1.07343,1.07289,1.07301,1.07339
5/26/2022 23:15,1.07346,1.07305,1.07342,1.07308
5/26/2022 23:30,1.07336,1.07302,1.07306,1.07328
5/26/2022 23:45,1.0734,1.07316,1.0733,1.07325
5/27/2022 0:00,1.07371,1.07312,1.07329,1.0737
5/27/2022 0:15,1.07397,1.07344,1.07369,1.07358
5/27/2022 0:30,1.07381,1.07329,1.0736,1.0733
5/27/2022 0:45,1.07404,1.07308,1.07328,1.07401
5/27/2022 1:00,1.07406,1.07343,1.07403,1.07373
5/27/2022 1:15,1.07402,1.07367,1.0737,1.07383
5/27/2022 1:30,1.07492,1.07371,1.07384,1.07455
5/27/2022 1:45,1.07649,1.07452,1.07454,1.07624
5/27/2022 2:00,1.07626,1.07515,1.07626,1.07522
5/27/2022 2:15,1.07565,1.07511,1.07522,1.07516
5/27/2022 2:30,1.07579,1.07518,1.07518,1.07553
5/27/2022 2:45,1.07575,1.07542,1.0755,1.07552
5/27/2022 3:00,1.07617,1.07553,1.07555,1.07602
5/27/2022 3:15,1.07621,1.07587,1.07598,1.07592
5/27/2022 3:30,1.07599,1.07572,1.07596,1.07577
5/27/2022 3:45,1.07583,1.0754,1.07576,1.07559
5/27/2022 4:00,1.07579,1.07541,1.07553,1.07561
5/27/2022 4:15,1.0758,1.0755,1.07564,1.07576
5/27/2022 4:30,1.07582,1.07552,1.07572,1.07552
5/27/2022 4:45,1.07561,1.07535,1.07555,1.07547
5/27/2022 5:00,1.07566,1.07527,1.07544,1.07557
5/27/2022 5:15,1.07559,1.07528,1.07559,1.07548
5/27/2022 5:30,1.07568,1.07532,1.07544,1.07557
5/27/2022 5:45,1.07553,1.07442,1.07553,1.07505
5/27/2022 6:00,1.0755,1.07456,1.07504,1.07536
5/27/2022 6:15,1.07553,1.07465,1.07534,1.07494
5/27/2022 6:30,1.07499,1.07428,1.07499,1.07428
5/27/2022 6:45,1.07439,1.07379,1.07422,1.07394
5/27/2022 7:00,1.0755,1.07377,1.07396,1.07495
5/27/2022 7:15,1.07514,1.07425,1.07495,1.07442
5/27/2022 7:30,1.07507,1.0742,1.07444,1.07459
5/27/2022 7:45,1.07456,1.07332,1.07455,1.07354
5/27/2022 8:00,1.07389,1.0726,1.07357,1.07362
5/27/2022 8:15,1.07436,1.07351,1.07362,1.07351
5/27/2022 8:30,1.07383,1.07326,1.07347,1.07347
5/27/2022 8:45,1.07355,1.07254,1.07344,1.07301
5/27/2022 9:00,1.07309,1.07255,1.07299,1.07287
5/27/2022 9:15,1.07311,1.07228,1.07286,1.07228
5/27/2022 9:30,1.07242,1.07175,1.07233,1.07206
5/27/2022 9:45,1.07253,1.07155,1.07205,1.07157
5/27/2022 10:00,1.07167,1.07068,1.07156,1.07107
5/27/2022 10:15,1.07167,1.07097,1.07112,1.07158
5/27/2022 10:30,1.07175,1.07111,1.07162,1.07111
5/27/2022 10:45,1.07113,1.06971,1.07112,1.06985
5/27/2022 11:00,1.07093,1.0698,1.06986,1.07071
5/27/2022 11:15,1.07143,1.07049,1.07067,1.07073
5/27/2022 11:30,1.07157,1.07073,1.07073,1.0713
5/27/2022 11:45,1.07185,1.07041,1.07132,1.07072
